perf_var,perf_var,x1,x2,x3,x4,x5,x6,x7,x8,x9
60,60,8.9,12.8,,129,47.5,0.625,0.2475,,42.48
0,0,0.4,15.2,,117,2.143,0,0.094281,,1.8
0,0,0.2,18.4,,114,2.5,0,0.165,,1.8
40,40,1.2,1.6,,111,0,0.2143,0.282843,,0.9
90,90,4.4,15.2,,117,2.857,0,0.754281,,1.08
10,10,19.7,295.2,,123,50,0.75,1.0725,,114.12
470,470,2.7,29.6,,648,28.75,0,1.77375,,8.1
40,40,6.9,32,,303,6.4285,1.07145,1.178562,,220.86
280,280,4.2,24,,282,33.5715,0,1.32,,2.16
860,860,28.9,248,,150,0,0.1875,5.3625,,2.16
450,450,3.5,27.2,,108,19.2855,0.07145,0.99,,8.82
160,160,9,28.8,,309,2.857,0,0.235719,,13.5
,,0,20,,0,0,0,,,0.18
140,140,4.6,25.6,14,0,0,0,0.518562,51.1,67.32
0,0,0,12,,120,0,0,,,38.16
0,0,0,16,,0,0,0,,,44.1
,,0,14.4,,0,0,0,,,1.26
,,0,20,6,0,0,0,,21.9,40.32
0,0,0.1,24,6,0,0.7145,0,,21.9,6.48
0,0,0,16.8,6,312,0,0,,21.9,44.28
,,0.1,8.8,58,0,0.7145,0.35715,,211.7,0.18
0,0,0.2,16.8,,0,3.5715,0,,,7.38
0,0,0,19.2,6,0,0,0,,21.9,0.72
0,0,0,18.4,6,0,0,0,,21.9,0.54
0,0,0,20,6,0,5.7145,0.07145,,21.9,0.54
0,0,0,12,,108,0,0.42855,,,1.44
0,0,0,15.2,,312,0,7.42855,,,7.92
0,0,0.5,9.6,,0,3.5715,0,,,9.18
0,0,0,17.6,,0,0,0,,,10.26
0,0,1.4,24.8,,0,12.857,0,,,2.16
10,10,0.2,21.6,,309,2.857,0,,,5.94
0,0,0,17.6,,297,1.4285,0,,,0.18
0,0,0,15.2,,318,0,0,,,19.26
0,0,0,18.4,6,0,0.7145,1.7143,,21.9,12.42
0,0,0,28,6,306,0,0,,21.9,1.98
0,0,0,21.6,2,318,0,0,,7.3,9.72
0,0,0,32.8,6,333,1.4285,0,,21.9,1.26
0,0,0.5,12,6,0,7.143,0.2143,,21.9,3.6
0,0,0.5,17.6,4,0,5,0,,14.6,1.8
0,0,1,16.8,10,0,7.143,3.5,,36.5,11.88
,,0,16,,0,0,0,,,81.18
0,0,0,17.6,,0,0,0.07145,,,22.68
0,0,0,14.4,,0,0,1.35715,,,26.1
,,0,24,,0,0,0,,,1.62
,,0,17.6,,0,0,3.64285,,,12.78
10,10,0.1,15.2,,120,0.7145,3.35715,,,0.54
0,0,0,20,,0,0,0,,,30.24
0,0,0,20.8,6,0,0,0,,21.9,36.54
0,0,0.1,24.8,,0,0.7145,0,,,14.22
0,0,0,18.4,,0,0,0,,,95.58
10,10,0,31.2,6,0,0,0,,21.9,1.26
0,0,0,20,,0,0,0.2143,,,0.72
0,0,0,14.4,,0,0,0,,,0.36
0,0,0,20,,0,0,0,,,2.88
0,0,0,29.6,,0,0,0,,,19.8
0,0,0,27.2,6,0,0,0,,21.9,2.88
0,0,0,24,6,0,0.7145,0,,21.9,0.9
0,0,0.4,12,6,117,6.4285,0.57145,,21.9,1.26
,,5.2,11.2,6,120,37.857,0.7143,,21.9,12.96
20,20,0,24,6,0,1.4285,0,,21.9,5.22
0,0,0,21.6,,0,0,0,,,46.08
0,0,0,16.8,,117,0,0,,,7.38
0,0,0,20,6,105,0,0,,21.9,1.44
0,0,0.1,17.6,4,105,0.7145,0.5,,14.6,1.98
0,0,0,23.2,,0,0,0,,,7.56
0,0,0,17.6,,120,0,0,,,1.08
40,40,1.9,20.8,,348,22.143,0.5,,,29.7
10,10,0.3,16.8,4,117,13.5715,0.14285,,14.6,0.36
0,0,0,16.8,6,111,0,0,,21.9,137.16
0,0,0,24,6,111,0,0,,21.9,0.54
0,0,0,18.4,8,327,0,0,,29.2,16.02
0,0,0.5,28,6,0,3.5715,0,,21.9,1.26
20,20,1.8,17.6,6,108,25.7145,8,,21.9,301.32
,,0.1,14.4,,0,0.7145,0,,,24.3
10,10,0,14.4,,120,0.7145,0,,,0.36
0,0,0,9.6,12,117,1.4285,0,,43.8,0.36
0,0,0.2,17.6,,0,3.5715,0,,,0.36
0,0,0.2,23.2,2,114,1.4285,0.2143,,7.3,13.5
20,20,0,28.8,4,111,5.7145,1.07145,,14.6,4.68
0,0,0,22.4,,0,0,0,,,2.34
0,0,0,16.8,,0,0,0,,,1.8
0,0,0,20.8,,120,0.7145,0,,,1.8
0,0,0,24,,102,0,0,,,10.26
0,0,0,19.2,,102,0,0.14285,,,7.74
0,0,0,24,,102,0,0,,,3.06
0,0,0.1,21.6,,0,1.4285,0,,,4.32
0,0,0,24,,318,0,0.85715,,,23.4
0,0,0,19.2,12,0,0,0,,43.8,8.1
0,0,0,21.6,4,96,0,0,,14.6,0.9
0,0,0,24.8,6,111,0,0,,21.9,1.8
0,0,0.4,16.8,6,99,2.857,0,,21.9,4.86
0,0,0.1,21.6,6,120,0.7145,0,,21.9,48.6
0,0,0,21.6,6,111,0,0.07145,,21.9,2.88
0,0,0.4,24.8,,0,5,0.2143,,,1.98
0,0,0,19.2,10,105,3.5715,0,0.094281,36.5,2.88
310,310,0.4,18.4,,0,60,0,0.424281,,0.54
0,0,0.3,13.6,8,0,2.143,7.42855,0.094281,29.2,3.78
30,30,2.5,11.2,2,114,1.4285,0,0.188562,7.3,1.98
10,10,2.8,13.6,6,3,10,2.7857,0.141438,21.9,66.06
550,550,38.8,13.6,14,123,79.2855,0.92855,5.327157,51.1,113.58
0,0,0,24.8,6,120,0.7145,0.7143,0.424281,21.9,0.36
0,0,0,32.8,6,0,0,0.42855,0.094281,21.9,133.02
70,70,3.8,267.2,12,108,10.7145,1.7857,2.262843,43.8,1.98
0,0,0,20,,111,0,0,0.612843,,1.26
60,60,6.8,14.4,,321,14.2855,0.2857,0.895719,,0.18
70,70,1.4,16,2,117,15.7145,0.07145,2.262843,7.3,5.58
200,200,10.6,24.8,8,321,7.857,7.5,2.027157,29.2,0.72
10,10,0.5,4.8,,0,0,0,0.471438,,0.36
20,20,1.8,2.4,,0,2.143,0,0.612843,,33.84
310,310,19.6,51.2,6,3,27.857,0,4.714281,21.9,0.36
,,2,13.6,,0,0,0,0.188562,,24.84
,,0.7,15.2,20,0,4.2855,0,0.33,73,18.9
0,0,1.4,12.8,10,0,0,0.07145,0.188562,36.5,87.84
0,0,0.2,20.8,8,0,0,0.07145,0.094281,29.2,6.84
0,0,0.9,22.4,100,0,0,0,0.188562,365,3.96
,,0.2,8,6,0,0,0,0.047157,21.9,155.88
,,0.3,16,6,0,0,0,0.33,21.9,1.62
,,0.4,19.2,18,120,0,0.07145,0.33,65.7,6.12
0,0,3.5,28.8,,0,0,0,1.178562,,2.7
10,10,5,15.2,6,0,0,0,0.895719,21.9,7.2
680,680,32.5,60,24,0,0,0,0.942843,87.6,10.26
0,0,0.8,17.6,6,0,0,0,0.33,21.9,19.26
40,40,13.3,37.6,14,12,0,0.07145,1.461438,51.1,0.72
0,0,2.3,20,6,0,0,0,0.282843,21.9,2.52
10,10,1.9,16.8,2,0,0,1.14285,0.235719,7.3,3.24
30,30,2.8,18.4,6,0,0,0.14285,1.037157,21.9,30.78
80,80,4.7,32,14,21,0,0.2143,0.518562,51.1,68.4
0,0,1.4,20,6,0,0,0,0.377157,21.9,1.26
10,10,2.9,27.2,20,0,0,0.2857,0.707157,73,36.54
0,0,0.5,13.6,10,0,0,0,0.141438,36.5,113.58
240,240,11.6,16.8,62,0,0,0.42855,1.838562,226.3,135
110,110,12.7,26.4,6,0,0,0,1.838562,21.9,10.26
650,650,6.4,22.4,6,0,0,0.07145,1.414281,21.9,4.86
10,10,0.2,5.6,10,0,0,0,0.141438,36.5,15.84
30,30,1.5,19.2,10,0,0,0.0625,0.12375,36.5,10.98
,,0.2,12.8,24,0,0,0,0.188562,87.6,30.24
,,2.9,12,20,0,0,0.35715,0.895719,73,2.7
10,10,1.8,19.2,8,0,0,0,0.33,29.2,0.54
50,50,1.7,15.2,2,0,0,0.92855,0.282843,7.3,16.56
50,50,8.6,23.2,30,21,0,0.35715,0.707157,109.5,6.3
0,0,0.1,14.4,,0,0,0,0.141438,,0.9
10,10,2.6,15.2,12,0,0,0.57145,0.377157,43.8,157.68
0,0,3.6,190.4,4,3,0,0,0.565719,14.6,31.86
0,0,0.1,16.8,24,0,0,0,0.235719,87.6,63.36
40,40,8.3,25.6,16,0,0.7145,0.7143,1.225719,58.4,1.26
10,10,0,16,6,0,0,0,0.094281,21.9,1.62
20,20,0,29.6,2,51,0,0.07145,0.094281,7.3,0.72
20,20,9.7,18.4,2,123,12.857,1.14285,1.225719,7.3,307.8
40,40,1.7,78.4,6,0,9.2855,6.64285,0.235719,21.9,309.24
10,10,1.3,19.2,16,3,0,0,0.282843,58.4,45.18
20,20,0.5,16.8,6,0,0,0,0.141438,21.9,10.08
40,40,5.2,32.8,,0,0,0,0.66,,12.6
50,50,5.3,4,10,0,0,0.57145,0.848562,36.5,0.72
80,80,2.5,20,54,0,0,0,0.141438,197.1,20.7
130,130,2.8,16.8,2,0,0,0.42855,0.848562,7.3,3.42
10,10,0.2,16.8,10,0,0,0,0.047157,36.5,88.92
10,10,1.8,28.8,16,3,0,0,1.272843,58.4,10.98
550,550,23.7,213.6,60,81,0,2.2143,0.942843,219,3.78
80,80,5.5,25.6,12,3,0,0.57145,1.037157,43.8,129.6
190,190,8.1,22.4,8,3,0,0.2143,2.215719,29.2,54.54
40,40,1.7,20.8,6,0,0,0,0.66,21.9,9.54
,,8.5,27.2,24,6,0,0.375,1.485,87.6,7.02
,,0.3,1.6,10,0,0,0,0.047157,36.5,0.18
0,0,0.9,28.8,8,0,0,0,0.33,29.2,170.28
,,1.5,15.2,6,120,5,0,0.188562,21.9,6.84
30,30,8.4,266.4,,6,0,0,2.3925,,2448.36
140,140,8.6,16,,0,5.7145,0.7857,0.33,,5.4
20,20,2,20.8,6,0,0,0.07145,0.235719,21.9,0.54
10,10,0.4,21.6,18,0,0,0,0.28875,65.7,1.8
490,490,8.1,20,6,0,0,0.14285,1.367157,21.9,2.52
280,280,14.4,18.4,,0,0,0,1.32,,16.38
220,220,9.3,27.2,10,0,1.875,1.0625,1.485,36.5,22.14
10,10,0.6,24,,0,0,0,0.33,,0.54
0,0,2.2,18.4,,0,3.5715,0,0.377157,,4.14
10,10,0.3,15.2,,102,1.4285,0,0.235719,,22.86
30,30,1.1,24,2,0,0,0,0.094281,7.3,5.76
20,20,1.5,33.6,4,0,3.5715,0,0.235719,14.6,35.46
0,0,0.4,15.2,6,0,0,0.125,0.53625,21.9,15.48
150,150,1.1,15.2,8,0,5,2.14285,0.33,29.2,2.34
210,210,0,18.4,8,102,4.2855,0,0.282843,29.2,0.18
10,10,0.5,16,6,114,0,0,0.235719,21.9,40.14
0,0,0.3,23.2,4,339,0,0,0.471438,14.6,1.62
60,60,2.3,27.2,16,117,4.375,0,1.85625,58.4,30.06
50,50,6.2,16,,0,0,0.07145,0.565719,,6.84
20,20,1.1,22.4,,111,0,0,0.377157,,30.06
180,180,4.9,22.4,,0,0,2.07145,1.037157,,12.96
30,30,1.7,25.6,12,0,0,0.85715,0.377157,43.8,23.94
100,100,4.8,29.6,14,0,0,1.2143,0.612843,51.1,5.4
90,90,1.7,21.6,6,0,5.7145,0,0.801438,21.9,0.9
20,20,0,12.8,8,0,0,0,0.141438,29.2,9.18
110,110,6,14.4,6,0,3.5715,0.57145,1.885719,21.9,24.12
0,0,1.4,20,2,645,4.2855,0,0.282843,7.3,335.52
20,20,1.7,34.4,6,0,0,0.2143,0.094281,21.9,1.8
110,110,7.4,29.6,16,111,15,0.07145,2.262843,58.4,2.7
0,0,13.7,81.6,,63,65.7145,0,1.697157,,383.76
170,170,13.2,30.4,,120,7.143,0,3.677157,,1.08
250,250,3.8,24.8,,288,7.857,0,0.848562,,10.08
10,10,2.5,16.8,,279,10,0,1.885719,,2.7
210,210,10.4,256.8,,3,0,0.2143,3.3,,3.42
130,130,6.6,22.4,6,0,0,0.07145,0.801438,21.9,0.9
40,40,4.2,20,8,0,0,0,0.612843,29.2,31.68
150,150,3.4,14.4,6,0,0,0.2143,0.707157,21.9,1.98
40,40,0.9,27.2,6,0,0,0.35715,0.141438,21.9,4.86
10,10,1.2,12,14,0,0,0.7857,0.094281,51.1,13.86
30,30,0,26.4,6,0,0,0,0.094281,21.9,6.66
0,0,5,23.2,6,333,2.857,0,0.518562,21.9,11.16
20,20,0.7,27.2,6,0,5.7145,0.7143,0.754281,21.9,0.36
220,220,5.2,306.4,6,114,14.2855,3.92855,3.582843,21.9,9.18
90,90,6.2,23.2,4,0,3.5715,1,0.942843,14.6,5.4
40,40,0.6,19.2,,114,0.7145,0,0.895719,,8.1
0,0,0,18.4,,0,0,0,0.047157,,0.18
0,0,0,22.4,,0,0,0,0.047157,,0.18
,,1.1,20,2,120,0.625,0,0.4125,7.3,10.26
0,0,0.4,22.4,82,21,0,0.07145,0.518562,299.3,0.18
,,4.2,21.6,16,12,0,0,0.33,58.4,3.78
180,180,11.5,36,,0,0,0,1.32,,3.78
0,0,0,30.4,,0,0.7145,0,0.094281,,0.18
20,20,3.8,25.6,,0,0,0,0.424281,,5.04
20,20,9.1,124.8,,6,0,0,1.32,,0.36
230,230,4.5,25.6,6,0,0,0,0.895719,21.9,0.36
2450,2450,100.4,317.6,22,15,0,1.07145,7.872843,80.3,0.18
180,180,5.5,18.4,18,0,0,2.35715,0.754281,65.7,0.9
130,130,7,170.4,14,6,0,0.07145,1.272843,51.1,29.34
0,0,0.1,20,16,0,0,0.07145,0.047157,58.4,0.9
150,150,0.5,12.8,6,120,2.857,0,0.707157,21.9,3.96
0,0,0,21.6,,0,2.143,0,0.094281,,0.72
200,200,1.6,14.4,2,0,5.7145,0.14285,0.471438,7.3,0.36
220,220,19.5,14.4,,339,75,0.7143,2.875719,,1.8
930,930,34.7,180.8,,3,0,0.14285,8.297157,,0.54
30,30,9.4,266.4,8,51,0,0.64285,1.461438,29.2,20.34
10,10,0.8,28.8,8,0,0,0,0.235719,29.2,0.9
10,10,1.9,17.6,6,0,0,0,1.03125,21.9,9.18
20,20,1.9,24,6,0,0,0,0.33,21.9,4.86
80,80,1.1,24.8,12,0,0,0,0.612843,43.8,0.18
70,70,1.2,30.4,8,0,0,0,0.565719,29.2,1.62
40,40,1.4,21.6,12,0,0.7145,0.07145,0.518562,43.8,0.36
10,10,0.4,16,8,0,3.5715,0.35715,0.235719,29.2,0.18
110,110,0.6,24,6,0,3.5715,0,0.377157,21.9,3.78
10,10,1.2,20.8,6,132,12.857,0,0.282843,21.9,0.18
30,30,2.4,24,10,0,0,0,0.801438,36.5,8.28
60,60,7.8,14.4,56,0,0,0,0.754281,204.4,111.78
210,210,10.8,8.8,16,0,0,0,1.037157,58.4,2.34
40,40,6.4,22.4,,0,0,0.42855,1.32,,3.24
0,0,0,20,,0,0,0,0.188562,,0.36
240,240,5.8,155.2,8,0,0,2.07145,1.32,29.2,1.62
40,40,4.2,197.6,18,6,0,0,1.508562,65.7,0.18
590,590,2.9,17.6,10,0,13.75,0.0625,1.4025,36.5,1.08
150,150,2.5,20,14,0,0,0.07145,0.471438,51.1,55.44
350,350,3.1,10.4,14,108,12.5,0,2.10375,51.1,3.96
0,0,2.3,28.8,94,117,7.857,0.2143,0.848562,343.1,59.04
50,50,2.4,12.8,16,318,1.4285,0.2143,0.99,58.4,6.12
280,280,13.9,265.6,8,0,0,0,3.064281,29.2,0.54
80,80,10.1,24,,3,0.7145,0,2.215719,,2.34
50,50,4.7,232.8,6,0,24.2855,0.14285,1.697157,21.9,1.62
0,0,0.7,11.2,10,0,0,0.14285,0.33,36.5,0.9
,,0.4,3.2,10,0,0,0,0.235719,36.5,0.36
,,1.6,34.4,6,120,1.4285,0,0.141438,21.9,0.72
,,0.1,20,,0,1.875,0.0625,0.2475,,1.98
10,10,0.2,24.8,6,0,0,0,0.094281,21.9,22.68
0,0,0.1,26.4,,0,0,0,0.141438,,24.84
240,240,15.4,15.2,,0,0,1.57145,2.404281,,5.22
130,130,15.1,27.2,,39,0,0.85715,1.508562,,2.88
0,0,0.3,20,6,0,0,0,0.047157,21.9,6.48
390,390,13.9,39.2,6,6,0,1,2.734281,21.9,7.74
50,50,1.2,25.6,18,0,0,0.07145,0.235719,65.7,4.68
10,10,3.1,19.2,18,3,13.5715,0.2857,0.518562,65.7,10.98
30,30,2.8,16,12,0,16.4285,0,0.707157,43.8,73.08
190,190,0.6,143.2,12,120,9.2855,0,1.225719,43.8,0.9
480,480,8.7,156.8,10,0,0,0.92855,3.017157,36.5,0.54
80,80,9.5,19.2,6,0,0,0.7143,1.367157,21.9,2.34
490,490,61.9,44,8,90,0,0.2143,2.828562,29.2,433.8
100,100,3.4,12.8,6,0,0,0,0.4125,21.9,0.18
0,0,1,19.2,10,0,0.7145,0,0.094281,36.5,1.98
,,0,0.8,,0,0,0,0.047157,,3.78
0,0,0.4,24,6,0,0,0,0.188562,21.9,1.26
10,10,1.2,19.2,2,0,0,0,0.377157,7.3,10.44
,,0.5,9.6,,0,0,0,0.612843,,0.18
,,0.4,12.8,6,0,0,0,0.282843,21.9,7.56
,,0.3,17.6,6,0,6.25,0.125,0.5775,21.9,6.3
100,100,2.5,5.6,18,0,0,0.14285,0.565719,65.7,33.12
0,0,0,24.8,8,0,0,0,0.094281,29.2,0.18
40,40,3.2,19.2,6,0,0,0,0.612843,21.9,0.36
100,100,4.2,23.2,12,0,1.4285,0.35715,0.848562,43.8,64.8
0,0,1.5,24,8,0,0,1.14285,0.612843,29.2,1.08
0,0,0.1,13.6,30,114,0,0,0.141438,109.5,16.38
40,40,1.5,12.8,18,117,1.4285,0.64285,0.188562,65.7,8.82
0,0,0.7,16,6,0,1.4285,2.5,0.188562,21.9,53.46
0,0,0.2,28.8,18,0,0,0,0.20625,65.7,0.36
0,0,0.4,16.8,10,330,0.7145,0,1.225719,36.5,10.98
30,30,0.3,7.2,6,105,0,0,0.235719,21.9,0.54
0,0,0.5,23.2,,0,0,0,0.377157,,16.38
0,0,1,16,,120,0,0.42855,0.235719,,63.36
10,10,0.5,16,,108,0,0,0.33,,11.34
20,20,0,25.6,,324,5,0,0.188562,,0.54
90,90,17.2,23.2,2,0,0,1.92855,0.66,7.3,9.36
10,10,0.9,12,6,0,0,0,0.188562,21.9,155.88
10,10,1.3,27.2,6,0,0,0,0.047157,21.9,145.62
0,0,0.5,14.4,2,0,0,0,0.20625,7.3,13.14
10,10,4.2,16.8,6,3,0,0,0.33,21.9,2.34
30,30,0,32,6,0,0,0,0.12375,21.9,0.54
150,150,9,18.4,12,0,0,0,0.45375,43.8,0.36
10,10,4,64,42,3,0,0.2143,0.377157,153.3,677.52
0,0,0.4,32,16,309,0,0,0.282843,58.4,31.86
50,50,2,24.8,8,309,10,0.7143,0.612843,29.2,4.32
10,10,0.9,36.8,6,336,0,0.7857,0.424281,21.9,12.42
0,0,0,12,100,330,0,0,0.188562,365,0.36
50,50,2.1,25.6,6,318,5.7145,1.64285,0.235719,21.9,2.52
150,150,2.9,27.2,18,339,2.857,1.2857,1.838562,65.7,1.62
360,360,37.6,194.4,12,6,0,1.07145,2.828562,43.8,32.04
310,310,4.6,18.4,72,0,0,0.125,0.9075,262.8,0.36
60,60,13.6,25.6,6,114,25,0.2143,1.885719,21.9,25.2
890,890,24,20,6,99,76.4285,0.64285,9.852843,21.9,20.34
160,160,10.7,28,6,120,17.857,0.7143,2.451438,21.9,128.7
110,110,2.6,20,10,117,9.2855,0,1.367157,36.5,106.2
40,40,5.2,12,98,324,14.2855,0,0.801438,357.7,6.3
350,350,5.6,15.2,6,0,1.25,0,0.5775,21.9,2.34
100,100,16.2,20.8,,0,0,4.5625,4.49625,,171.9
0,0,1.4,16,4,9,0,0.25,0.4125,14.6,13.68
0,0,1.6,12.8,6,0,0,0,0.53625,21.9,22.68
50,50,5.5,12.8,10,3,0,0.07145,1.508562,36.5,29.7
110,110,2.2,13.6,18,0,0,0,0.188562,65.7,5.76
270,270,8.4,212.8,18,0,0,1.14285,2.215719,65.7,708.12
20,20,3,170.4,8,0,0,0,1.32,29.2,54.18
160,160,6.9,9.6,8,3,10,0,1.555719,29.2,3.78
0,0,1.4,19.2,8,117,2.857,0,0.188562,29.2,121.32
200,200,6.3,19.2,10,660,17.143,0,0.848562,36.5,0.18
650,650,107.6,496.8,100,774,0,10.2857,10.748562,365,75.6
0,0,0.2,22.4,6,0,0,0,0.141438,21.9,3.96
0,0,0.1,20,,117,0.7145,0,0.377157,,1.8
0,0,1.3,25.6,8,333,1.4285,0,0.33,29.2,14.58
570,570,23.9,28.8,6,12,0,2.92855,4.384281,21.9,0.18
,,1.3,20,10,0,0,0,0.2475,36.5,47.34
,,2.7,11.2,6,3,0,0.14285,0.235719,21.9,0.18
,,0.1,11.2,,3,0.7145,0,0.518562,,2.34
0,0,1,18.4,14,0,0,0,0.235719,51.1,10.08
,,0.1,22.4,,0,0,0,0.188562,,4.32
0,0,4.4,23.2,12,15,0,0.2143,0.99,43.8,252.54
0,0,0.9,24,6,0,0,0.57145,0.094281,21.9,15.66
10,10,5.6,14.4,14,6,8.75,0.0625,0.37125,51.1,18.54
20,20,16.3,10.4,10,0,30.7145,0.07145,1.32,36.5,22.14
0,0,0.3,160.8,,0,0,0,0.235719,,53.82
80,80,0.4,12,6,0,0,1,0.471438,21.9,0.18
150,150,3.8,100.8,4,0,21.4285,0,3.818562,14.6,0.72
0,0,0.4,20.8,,0,0,1.0625,0.20625,,0.9
10,10,4.3,14.4,14,0,12.143,0,0.518562,51.1,0.18
50,50,0.6,8.8,6,111,6.4285,0.07145,0.188562,21.9,2.16
0,0,0.3,19.2,6,117,1.4285,0,0.612843,21.9,137.34
0,0,0,20,6,114,2.857,0,0.188562,21.9,0.18
40,40,4.6,18.4,6,0,0,0,1.178562,21.9,18.72
0,0,1,26.4,,0,0,0,0.235719,,28.62
0,0,3.3,15.2,6,117,6.875,0,0.53625,21.9,18.72
0,0,1,19.2,6,120,1.4285,0,0.612843,21.9,10.98
0,0,0.3,19.2,12,117,0,0,0.565719,43.8,144
0,0,0,16,66,0,0,0.1875,0.12375,240.9,1.62
60,60,2.1,14.4,,0,0,5.35715,0.707157,,19.26
0,0,0.2,24,,0,0,0,0.235719,,43.2
0,0,0.2,20.8,,114,0,0,0.047157,,11.88
110,110,4.2,17.6,10,0,0,0.07145,0.424281,36.5,6.84
130,130,7.1,32,6,0,0,5.3125,0.9075,21.9,1.08
290,290,14.4,20,6,0,0,2.35715,2.027157,21.9,12.24
20,20,4.5,60.8,62,60,0,0,1.65,226.3,5.94
10,10,1.5,33.6,6,0,0,0,0.33,21.9,2.34
10,10,1,19.2,6,0,22.857,0.14285,1.037157,21.9,0.36
0,0,0.3,18.4,8,0,0,0,0.235719,29.2,0.18
0,0,2.1,24.8,8,0,1.4285,0.42855,0.471438,29.2,18.9
20,20,0.1,16.8,6,114,1.4285,0,0.094281,21.9,2.88
360,360,0.1,13.6,6,114,16.25,0.125,1.155,21.9,2.88
70,70,6.6,15.2,10,114,1.25,0,1.98,36.5,52.38
40,40,5.3,24,32,0,0,4.07145,1.367157,116.8,0.18
940,940,28.9,20.8,10,6,0,0.07145,3.912843,36.5,10.26
240,240,6.1,15.2,12,0,15.7145,0.5,0.895719,43.8,4.5
10,10,1.8,20.8,4,0,0,0.07145,0.801438,14.6,0.18
130,130,6.1,24,,0,0,0.3125,1.155,,3.96
0,0,0.9,24,,0,1.4285,0,0.471438,,14.04
110,110,5.9,14.4,,0,0,0,0.66,,9.18
20,20,1.8,222.4,,117,11.4285,0,0.565719,,1.44
360,360,23.7,22.4,42,3,0,0.07145,1.602843,153.3,27.9
140,140,12.6,20.8,14,3,0,0.2857,0.707157,51.1,0.36
110,110,10.2,20.8,30,12,0,2.64285,0.754281,109.5,108.54
420,420,17.3,27.2,6,12,0,6.7857,7.354281,21.9,55.26
40,40,4.4,32.8,6,0,0,1.57145,0.565719,21.9,0.9
0,0,0.2,24,6,0,0,0,0.047157,21.9,8.64
10,10,0.3,13.6,8,0,0,0.07145,0.094281,29.2,30.78
160,160,1.1,256,,3,0,0.07145,0.895719,,2.34
10,10,0,29.6,,0,0,0,0.047157,,2.52
40,40,3.6,164,14,6,0,0,0.565719,51.1,0.18
10,10,3.1,15.2,2,0,20.7145,0.85715,0.565719,7.3,4.14
10,10,2.2,15.2,10,339,4.2855,0,1.272843,36.5,10.62
300,300,5.2,15.2,6,0,0,0.07145,2.97,21.9,1.8
160,160,8.4,22.4,8,0,0,0.14285,1.037157,29.2,213.3
440,440,10,20,6,0,0,0,0.895719,21.9,1.98
10,10,2.4,14.4,6,114,2.143,0,0.942843,21.9,4.86
,,0.1,0,,0,0,0,0.047157,,4.32
0,0,0.1,16.8,,0,0,0,0.141438,,3.78
,,0.5,9.6,,0,0,0,0.33,,2.7
,,0.7,15.2,,0,0,0,0.188562,,3.24
0,0,0.1,22.4,,0,0,0,0.188562,,19.98
50,50,6.2,24.8,,0,13.5715,2.07145,1.178562,,0.9
60,60,0.7,19.2,10,0,0,0,0.518562,36.5,6.12
50,50,4.6,162.4,8,0,0,0,3.017157,29.2,30.78
70,70,9.4,18.4,18,0,0,0.5,0.66,65.7,3.24
0,0,2.2,14.4,10,0,1.4285,0,0.707157,36.5,35.46
10,10,0,19.2,,0,0,0,0.047157,,5.4
0,0,0.5,22.4,,300,0,0,0.188562,,11.52
0,0,0.1,14.4,4,0,0,0,0.094281,14.6,8.46
30,30,0.2,22.4,6,0,1.4285,0,0.471438,21.9,0.36
140,140,0.2,10.4,8,0,5.7145,0,0.094281,29.2,13.32
20,20,2.3,15.2,16,114,3.5715,0,0.282843,58.4,1.44
30,30,2.5,12,14,114,5.625,0.125,0.53625,51.1,5.58
0,0,0.2,24.8,8,351,0,0,0.188562,29.2,25.2
0,0,0.5,20,8,0,0,0,0.45375,29.2,16.74
0,0,0.2,20.8,10,105,0,0.07145,0.188562,36.5,10.62
30,30,2.6,17.6,8,0,0,0,0.33,29.2,14.58
0,0,0,28.8,,3,0,0,0.471438,,62.82
30,30,1.9,21.6,,117,1.4285,0,1.65,,20.16
310,310,2.4,23.2,,111,15.7145,0,0.612843,,9.72
20,20,0.7,12.8,,111,2.857,0,0.565719,,3.06
30,30,1.4,64.8,,324,2.857,0,0.612843,,119.7
70,70,4.7,36.8,,600,15,0,1.178562,,35.64
70,70,4.6,27.2,32,105,27.857,0.07145,1.32,116.8,2.88
160,160,4.6,20,,330,0.7145,0.07145,0.99,,16.74
110,110,3.8,16,6,0,0,0.07145,0.471438,21.9,86.76
0,0,0.5,22.4,6,0,0,0.14285,0.188562,21.9,18.72
40,40,0.1,23.2,16,0,0,0,0.33,58.4,0.18
110,110,3.3,22.4,4,0,24.2855,0,0.612843,14.6,1.08
10,10,1,18.4,8,111,0.7145,0,0.282843,29.2,37.44
720,720,62.5,12,6,108,34.2855,0.35715,0.942843,21.9,1.98
0,0,0.6,17.6,6,105,0,0,0.612843,21.9,33.66
10,10,1.3,25.6,8,120,0.7145,0,0.377157,29.2,18.9
50,50,1.5,52.8,6,114,0,0,0.707157,21.9,14.04
0,0,0.6,19.2,6,333,4.2855,0,0.471438,21.9,8.46
1180,1180,43.3,30.4,16,372,138.5715,0.7857,6.034281,58.4,3.42
60,60,2.6,27.2,4,354,17.857,0.7143,0.754281,14.6,17.1
120,120,5.3,24,8,0,0,0.07145,0.66,29.2,49.5
830,830,29,43.2,48,0,3.5715,4.64285,3.912843,175.2,19.98
340,340,10.1,28.8,20,0,27.143,0.2143,4.667157,73,59.4
