perf_var,perf_var,x1,x2,x3,x4,x5,x6,x7,x8,x9
0,0,1.6,16.8,6,111,11.4285,1.5,,21.9,2.34
10,10,2,28.8,8,108,15,0.07145,,29.2,11.88
0,0,0.3,19.2,2,105,4.2855,0,,7.3,0.9
0,0,0,18.4,6,102,0,0,,21.9,34.02
0,0,0,14.4,8,117,0,0,,29.2,9.36
0,0,0,23.2,14,327,0,0,,51.1,5.76
0,0,0.6,28.8,,321,0,1.2857,,,35.82
,,0,20.8,,0,1.4285,0,,,11.16
0,0,0,31.2,6,0,9.2855,0,,21.9,78.84
0,0,0,22.4,6,0,0.7145,0,,21.9,0.18
0,0,0,12,,0,0,0.85715,,,14.4
0,0,0,13.6,6,114,1.4285,0,,21.9,0.72
0,0,0,17.6,,0,0,0,,,120.06
0,0,0,26.4,,0,22.143,2.85715,,,1.98
0,0,0,24,,0,1.4285,0.14285,,,12.42
0,0,0,19.2,12,114,4.2855,0,,43.8,2.88
0,0,0,15.2,6,0,0,0,,21.9,34.02
0,0,0,44.8,,0,0,0,,,0.18
0,0,0,15.2,,0,0,12.07145,,,19.8
0,0,0,23.2,,111,0,0,,,2.7
0,0,0,16.8,,117,1.4285,0,,,1.08
0,0,0,16.8,,0,1.4285,0,,,0.54
0,0,0,15.2,,0,0,0,,,6.48
90,90,2.5,24.8,,336,32.143,3.57145,,,3.6
0,0,0,25.6,6,0,0,0,,21.9,9.36
0,0,0.1,17.6,6,120,5.7145,0,,21.9,0.36
20,20,0.6,37.6,6,243,5.7145,0,,21.9,4.14
30,30,0.2,20.8,2,114,4.2855,1,,7.3,4.32
10,10,0.4,14.4,,0,0,0.35715,0.377157,,1.26
1240,1240,64.7,280.8,6,108,17.857,13.2143,6.505719,21.9,4.14
,,3.9,21.6,14,120,0,2.57145,1.084281,51.1,72.54
30,30,0.8,15.2,,0,2.857,0.07145,0.895719,,1.26
260,260,5.1,20.8,6,315,0.7145,0.92855,1.272843,21.9,3.06
10,10,6.5,20,6,3,15.7145,3.42855,0.707157,21.9,0.72
20,20,1.2,16,16,114,2.143,0.2857,1.791438,58.4,0.18
120,120,7.6,394.4,,9,119.2855,0.7143,2.875719,,3.06
0,0,0.6,16.8,6,111,0,0.7143,0.565719,21.9,7.92
50,50,1.4,17.6,,117,18.5715,0.14285,1.555719,,3.24
0,0,0.5,14.4,16,111,6.4285,2.35715,0.518562,58.4,210.96
,,,29.6,,,0,0,0.424281,,29.88
,,0,8,6,0,0,0,0.094281,21.9,1.26
10,10,0,6.4,14,0,0,0,0.235719,51.1,5.22
20,20,0.5,3.2,10,0,0,0,0.518562,36.5,19.98
,,0.8,12,6,0,0,0,0.188562,21.9,51.84
0,0,0.1,16,10,0,0,0,0.047157,36.5,7.92
0,0,1.9,20.8,10,0,0,0,0.141438,36.5,4.86
0,0,0.3,30.4,,0,0,0,0.33,,8.82
10,10,0.9,12.8,6,0,0,0.14285,0.33,21.9,14.58
0,0,0.4,12,8,0,0,0.07145,0.188562,29.2,12.78
0,0,0.5,12,6,0,0,0,0.141438,21.9,89.82
70,70,6,19.2,,0,0,1.35715,0.895719,,3.78
50,50,4.8,16.8,6,0,0,0.7857,0.895719,21.9,0.9
0,0,3.6,16.8,8,0,0,0,0.471438,29.2,5.76
90,90,3.4,16,4,0,0,0,0.518562,14.6,6.48
340,340,18.7,19.2,8,15,0,0.07145,3.252843,29.2,9.9
10,10,1,19.2,12,0,0,0.2143,0.66,43.8,21.42
30,30,3.1,25.6,24,9,0,0.5,0.66,87.6,53.82
0,0,0.2,16.8,6,0,0,0,0.047157,21.9,9.72
0,0,0.8,25.6,8,3,0,0,0.235719,29.2,7.92
580,580,45.1,832,50,3630,1.4285,2.35715,4.337157,182.5,176.22
200,200,5.4,23.2,52,0,0,0.64285,0.66,189.8,2.7
0,0,0.5,16.8,,0,0,0,0.4125,,1.98
0,0,0.1,23.2,12,0,0,0,0.188562,43.8,0.72
0,0,0.4,36,8,0,0,0,0.188562,29.2,8.46
30,30,1.9,26.4,10,0,0,0,0.66,36.5,54.9
0,0,0.6,18.4,6,0,1.4285,0,0.66,21.9,7.56
170,170,5.8,38.4,16,120,24.2855,0.42855,2.027157,58.4,4.5
0,0,0.1,20,2,342,0,0.14285,0.235719,7.3,198.54
50,50,10.4,16,6,0,0,7.42855,2.828562,21.9,111.78
0,0,1.3,28,6,3,0,0,0.141438,21.9,17.64
20,20,1.5,11.2,6,0,1.4285,0.42855,0.235719,21.9,42.48
20,20,5.9,15.2,10,0,0,0,1.084281,36.5,5.22
0,0,3.5,24.8,10,0,13.5715,0.42855,0.377157,36.5,10.26
310,310,3.6,24.8,10,345,19.2855,0,2.168562,36.5,0.36
10,10,1.1,22.4,6,0,0,0.07145,0.377157,21.9,17.46
10,10,0.3,21.6,,0,0,0,0.094281,,0.54
20,20,3,20,6,6,0,0.14285,1.885719,21.9,0.54
,,0.7,19.2,6,0,0,0,0.377157,21.9,8.28
,,3.4,14.4,18,0,0,2.7857,0.377157,65.7,3.78
0,0,0.3,28.8,6,0,0,0,0.33,21.9,1.8
0,0,0,17.6,,0,0,0,,,0.18
,,0,24.8,,0,0,0,,,13.68
,,0,24,6,0,0,0,,21.9,7.56
0,0,0,27.2,,0,0,0,,,1.8
0,0,0,16,,0,0,0,,,18.18
0,0,0,12.8,,303,0,0,,,6.12
0,0,0.2,16.8,,0,1.4285,0,,,10.08
0,0,0,24.8,6,321,0,2.7857,,21.9,1.62
,,0,15.2,8,0,0,0,,29.2,43.92
0,0,0,20,,0,0,0,,,9
0,0,0.1,19.2,,0,5,0,,,8.46
0,0,0,18.4,,0,0,0,,,6.12
0,0,0,16,2,0,0.7145,0,,7.3,30.6
0,0,0.5,16,6,117,4.2855,1.42855,,21.9,53.64
0,0,0,12.8,8,117,0,0.2857,,29.2,0.18
0,0,0,20,,0,0,0,,,63.9
0,0,0,27.2,,0,0,0,,,17.46
0,0,0,24,,0,0,0,,,60.66
0,0,0,26.4,,303,0,0,,,4.5
0,0,0,24.8,6,300,0.7145,1.42855,,21.9,0.18
0,0,0,24,,0,0,0,,,0.18
0,0,0,13.6,,0,0,0,,,4.86
10,10,0.1,18.4,6,0,1.4285,0,,21.9,3.6
0,0,0.5,26.4,6,0,3.5715,0.07145,,21.9,7.2
,,0.4,23.2,,6,5.7145,1.2143,,,19.44
0,0,0,20.8,4,0,0,0,,14.6,7.56
0,0,0,19.2,,117,0,0,,,0.18
0,0,0,11.2,6,114,0,0,,21.9,6.66
0,0,0,23.2,8,117,0,2.35715,,29.2,10.44
0,0,0,23.2,,0,0,0,,,24.12
0,0,0.1,13.6,4,0,0.7145,0,,14.6,2.7
0,0,0.8,24,10,0,5.7145,0.57145,,36.5,2.7
0,0,0,16.8,,0,0,0,,,0.54
10,10,1.2,20.8,,0,8.5715,0.2857,,,67.5
0,0,0,16.8,,120,0,0.2857,,,17.64
0,0,0,13.6,,0,0.7145,0,,,5.4
0,0,0,17.6,,117,0,0.35715,,,0.54
,,1.9,20,,0,13.5715,0.2857,,,2.16
,,0,23.2,,0,0,5,,,20.88
0,0,0,16.8,,0,0,0,,,52.02
0,0,0,28,,0,0,0,,,0.9
0,0,0.1,21.6,,0,4.2855,0,,,2.16
,,0.3,28,,0,1.4285,1.7857,,,19.44
,,0,8,6,0,0,0,,21.9,30.06
0,0,0,14.4,,318,0,0,,,43.74
30,30,18.7,19.2,4,0,142.143,5.2857,,14.6,8.46
0,0,0,27.2,6,0,0.7145,0,,21.9,38.7
0,0,0,17.6,10,117,0,0,,36.5,3.78
0,0,0,23.2,,108,0,2.2143,,,1.62
20,20,0.7,16,,114,5.7145,0.5,,,7.38
0,0,0,15.2,6,111,0,0,,21.9,0.18
0,0,0,22.4,2,114,0,0,,7.3,12.6
0,0,0.1,16.8,,0,0.7145,0.42855,,,18.36
0,0,0,21.6,,0,0,0,,,4.14
0,0,0,28.8,6,0,0,0,,21.9,8.82
0,0,0,11.2,6,0,0,0,,21.9,0.36
0,0,0,19.2,6,114,0,0.07145,,21.9,0.72
0,0,0,15.2,6,114,0,0.64285,,21.9,26.1
0,0,0,21.6,6,333,0,0,,21.9,28.62
,,0.4,16.8,6,0,7.857,0,,21.9,5.4
20,20,0,24,,0,1.4285,0.2857,,,2.88
0,0,0,16,,0,0,1,,,3.78
30,30,0.6,13.6,,3,7.857,5.14285,,,5.4
0,0,0,22.4,,0,0,0,,,1.44
0,0,0,27.2,,342,0,0,,,0.72
0,0,0.2,25.6,12,0,1.4285,0,,43.8,42.66
20,20,0,18.4,2,0,4.2855,0,,7.3,0.18
0,0,0.1,27.2,6,96,2.143,0,,21.9,0.18
0,0,0,24,2,0,0,0,,7.3,72
10,10,0.4,26.4,,0,10,0.14285,,,10.8
130,130,0,17.6,6,0,9.2855,0,,21.9,0.9
,,0,11.2,,0,0,0,,,17.46
0,0,0,19.2,,0,0,0,,,163.8
0,0,0,19.2,,0,0,0,,,10.08
0,0,0.5,19.2,,102,3.5715,0,,,11.88
0,0,0,14.4,,96,0,1.35715,,,324.72
40,40,0.9,26.4,,105,7.857,0,,,2.34
0,0,0,48.8,,324,0,0,,,18
0,0,0,16.8,,321,0,0,,,2.52
0,0,0.7,20,6,111,5,5.2143,,21.9,9
0,0,0,23.2,6,114,0,0,,21.9,4.5
0,0,0,18.4,16,108,0,0,,58.4,40.14
0,0,0.2,29.6,6,315,1.4285,1,,21.9,18.18
0,0,0,18.4,6,696,0,0,,21.9,0.18
0,0,0,22.4,6,0,0.7145,0.57145,,21.9,3.24
40,40,2.4,20,,120,6.4285,0.07145,0.518562,,26.82
0,0,0,29.6,,0,5.7145,0,0.094281,,1.26
10,10,2.6,19.2,6,0,0,0.14285,0.188562,21.9,4.14
0,0,0.5,44,6,3,2.857,0,0.094281,21.9,83.7
0,0,7.8,23.2,,3,33.5715,0,0.801438,,13.14
20,20,1.4,12.8,,0,0,0,0.235719,,0.36
0,0,0.1,16,,0,5.7145,0,0.188562,,4.14
10,10,0.5,10.4,,114,3.5715,4.7857,0.094281,,1.98
0,0,0,22.4,,0,0,0,0.047157,,0.36
10,10,4.1,277.6,6,342,15,0.42855,0.471438,21.9,43.56
1960,1960,63.2,79.2,12,18,142.857,3.5,3.724281,43.8,3.6
0,0,0.1,20.8,,0,0,0,0.141438,,343.98
0,0,0.6,19.2,8,0,0,0,0.094281,29.2,6.3
0,0,0.3,31.2,72,0,0,0,0.188562,262.8,86.04
0,0,0.1,21.6,6,0,0,0.14285,0.141438,21.9,2.34
,,0.5,24.8,6,0,0,0,0.094281,21.9,13.68
40,40,5.5,15.2,,0,0,0.2143,1.838562,,9.18
150,150,10.1,29.6,,6,0,0.7143,0.801438,,58.14
0,0,0.8,23.2,,0,0,0,0.282843,,115.38
90,90,5.4,12.8,10,6,0,1.7143,1.131438,36.5,9.36
40,40,2.8,25.6,6,0,0,0.07145,0.424281,21.9,77.4
10,10,1.2,28.8,24,3,0,0.14285,0.33,87.6,27.54
20,20,2.5,29.6,6,0,0,0,0.99,21.9,0.18
10,10,1.3,18.4,6,0,0,0,0.094281,21.9,25.2
30,30,1.1,3.2,8,0,0,0,0.235719,29.2,22.14
700,700,21.5,19.2,6,0,0,0.92855,2.875719,21.9,4.5
40,40,6.4,23.2,10,0,0,1.2857,0.848562,36.5,178.74
20,20,0.5,12.8,6,0,0,0,0.33,21.9,37.8
20,20,0,16,10,0,0,0,0.047157,36.5,0.18
10,10,1.4,14.4,6,111,10,0,0.86625,21.9,79.92
0,0,0,18.4,,0,0,0,0.094281,,0.18
120,120,0,21.6,6,0,0,0.2143,0.471438,21.9,0.18
20,20,7.5,18.4,6,0,30.7145,0,0.66,21.9,6.3
30,30,1.8,17.6,6,0,0,0,0.094281,21.9,40.86
40,40,2.7,24,36,0,0,0.5,0.565719,131.4,11.7
20,20,0.9,3.2,22,0,0,1.57145,0.282843,80.3,2.7
20,20,1.2,16,6,0,0,0.8125,0.28875,21.9,27.36
20,20,0.2,16,20,0,0.7145,0,0.282843,73,0.9
900,900,39.8,18.4,100,0,0,0.7143,1.084281,365,4.68
20,20,11.4,24.8,38,9,0,0.2857,1.508562,138.7,46.8
120,120,3.8,18.4,8,0,0,1.64285,0.612843,29.2,69.3
40,40,1.7,27.2,6,0,0,0.64285,0.377157,21.9,9.72
110,110,6,29.6,6,0,0,0.7857,1.084281,21.9,3.24
90,90,4.8,32,10,0,0,0,1.084281,36.5,57.42
0,0,0.2,24,14,0,0,0,0.141438,51.1,23.76
230,230,29.7,20,12,0,0,1.35715,0.612843,43.8,32.04
210,210,19.1,35.2,6,3,0,0.64285,1.508562,21.9,5.22
40,40,7.8,21.6,6,0,0,0.07145,0.094281,21.9,53.64
2440,2440,139.6,2389.6,12,10692,0.7145,0.57145,8.438562,43.8,6.84
40,40,12.6,84.8,6,18,0,0,0.612843,21.9,12.24
200,200,5.7,44.8,14,21,0,0.57145,1.225719,51.1,3.24
0,0,1.2,16.8,,0,0,0,0.33,,36.18
0,0,0.7,4.8,,114,0,0,0.141438,,2.52
90,90,1.9,10.4,6,0,0,0,0.471438,21.9,16.2
80,80,2.4,19.2,78,0,0,0,0.047157,284.7,0.36
0,0,1.6,16.8,14,0,5,0,0.282843,51.1,5.04
290,290,3.8,13.6,,0,0,0,0.848562,,8.28
300,300,1.2,20,10,0,0,0,1.602843,36.5,3.06
180,180,22.1,48,96,3,0,0.92855,1.414281,350.4,6.48
20,20,0.4,12,18,120,0.7145,0,0.754281,65.7,4.14
30,30,0.9,12.8,6,3,0,0,0.188562,21.9,2.34
80,80,2.8,24,4,0,0,0,0.424281,14.6,0.18
20,20,0.5,24,4,0,0,0,0.471438,14.6,9.18
70,70,5.8,20.8,,0,0,0.85715,1.791438,,41.94
30,30,3.3,36,6,117,0,1.5,0.942843,21.9,20.16
0,0,0.3,24,18,336,1.4285,0.07145,0.707157,65.7,37.8
0,0,0,16.8,,0,0,0,0.141438,,1.8
0,0,0.2,38.4,2,0,0,0,0.377157,7.3,3.78
,,0.6,26.4,8,0,0,0.85715,0.188562,29.2,22.5
,,1.2,21.6,10,0,0,0.07145,0.848562,36.5,3.6
20,20,2.3,21.6,,0,0,2.14285,0.282843,,2.88
0,0,1,9.6,,0,0.7145,0.14285,0.565719,,25.74
100,100,3.7,20.8,8,0,0,0,0.848562,29.2,12.6
0,0,0,22.4,10,0,0,0,0.188562,36.5,1.8
30,30,1.7,32,6,3,0,0,0.518562,21.9,4.14
0,0,0,20,6,0,2.143,0,0.282843,21.9,3.24
520,520,18.5,20,2,0,0,0,0.66,7.3,0.36
60,60,6,15.2,14,0,0,1.14285,0.518562,51.1,1.26
60,60,2.6,22.4,68,0,0,0.7857,1.178562,248.2,7.74
10,10,5,12,,0,0,0,1.0725,,3.78
30,30,6.7,15.2,2,3,0,3.7143,2.121438,7.3,392.22
30,30,2.5,28,,0,0,1.42855,0.188562,,39.96
0,0,0.1,16,,102,0,0,0.141438,,31.68
30,30,0.8,25.6,10,0,0,0.125,0.165,36.5,11.52
410,410,0.1,20,6,0,0,0,1.272843,21.9,0.9
10,10,0.5,9.6,10,0,1.875,0.0625,0.33,36.5,0.54
10,10,0,17.6,8,117,0,0,0.047157,29.2,7.2
0,0,0.5,20,20,111,0,0,0.377157,73,9.18
0,0,0,36.8,10,336,0,0,0.094281,36.5,4.86
0,0,0.8,16,6,0,0,0,0.141438,21.9,37.8
10,10,0,19.2,6,0,0,0,0.141438,21.9,0.18
0,0,1.6,28.8,2,111,0,0.35715,0.424281,7.3,56.88
30,30,0.8,25.6,6,0,0,0,0.37125,21.9,1.8
30,30,1.7,12,8,102,0,0,0.99,29.2,12.06
0,0,6.4,20.8,6,114,35.625,0.0625,0.7425,21.9,3.96
0,0,4.1,28,,0,0.7145,0.07145,0.707157,,65.16
180,180,24.3,22.4,6,0,0,0,0.471438,21.9,77.94
60,60,3.5,14.4,2,0,0,2.7143,1.225719,7.3,3.96
50,50,1.4,22.4,,0,0,0,0.33,,0.9
170,170,6.4,24,,0,0,0,0.707157,,3.78
10,10,0.4,20.8,,324,0,0,0.518562,,18.54
70,70,4.4,18.4,6,3,0,0.2857,1.367157,21.9,0.18
20,20,1,18.4,16,0,0,1.2857,0.895719,58.4,10.08
110,110,2.6,21.6,6,0,0,2.64285,0.471438,21.9,0.72
0,0,0.5,35.2,8,0,0,0,0.188562,29.2,2.34
0,0,0.9,40,100,12,0,0,0.424281,365,28.62
280,280,0.2,30.4,6,0,7.143,0,1.037157,21.9,8.82
0,0,1.2,16,6,0,0,0.14285,0.094281,21.9,54.54
40,40,3,13.6,24,0,0.7145,0,0.66,87.6,4.5
60,60,3.1,26.4,16,0,5,0,0.282843,58.4,19.26
1780,1780,89.8,31.2,6,111,50.7145,1.7857,3.677157,21.9,4.68
10,10,0.3,32.8,4,117,1.4285,0,0.848562,14.6,1.62
30,30,2.8,26.4,32,87,3.5715,0,0.707157,116.8,2.7
0,0,0,23.2,6,336,0,0,0.33,21.9,2.34
880,880,46.2,321.6,6,6,0,3.85715,6.175719,21.9,1.62
200,200,10.9,25.6,18,3,0,0,0.86625,65.7,6.66
350,350,39.9,41.6,48,42,0,10.7857,2.31,175.2,2.16
1780,1780,96.4,19.2,24,0,0,0.14285,2.498562,87.6,3.96
240,240,9.8,22.4,6,0,69.2855,0.35715,1.555719,21.9,0.72
60,60,4.9,292.8,24,117,3.5715,0.7857,1.98,87.6,0.18
40,40,0.7,328.8,6,114,5.625,0,1.155,21.9,1.98
110,110,4.3,20,,0,0,2.7143,1.65,,16.2
870,870,51.1,296.8,94,30,0,7.375,13.48875,343.1,95.04
150,150,9.6,16.8,10,0,0,3.07145,1.037157,36.5,2.52
30,30,6.3,207.2,10,33,25,0,1.272843,36.5,67.86
20,20,1,152,8,0,2.143,0.07145,0.377157,29.2,31.68
50,50,6.8,29.6,6,117,1.4285,0.14285,3.488562,21.9,11.7
30,30,1,25.6,6,324,0.7145,0,0.895719,21.9,12.6
10,10,1.1,19.2,78,336,0,2.875,0.53625,284.7,0.9
,,4.1,20.8,,3,9.2855,0.92855,0.66,,22.5
,,0.5,12,20,0,1.25,0.3125,0.04125,73,3.96
10,10,0.4,20,,0,0,0.14285,0.565719,,9.9
0,0,0,12.8,,0,9.2855,0,0.047157,,1.08
0,0,0.6,18.4,,0,3.5715,0,0.188562,,1.26
,,0.8,14.4,6,0,0,0,0.188562,21.9,32.94
,,6.1,18.4,18,0,0,0.375,2.0625,65.7,4.14
0,0,0,14.4,,120,11.4285,0,0.141438,,0.9
0,0,0,24.8,6,0,0,0,0.235719,21.9,0.18
0,0,1.9,22.4,14,0,0,0,0.047157,51.1,64.62
110,110,8.6,19.2,2,0,14.2855,0.07145,1.744281,7.3,1.26
730,730,60.2,32,4,6,0,1.57145,5.28,14.6,73.26
20,20,8.3,45.6,8,9,0,0,1.03125,29.2,102.78
40,40,1.1,8,6,0,0,0,0.424281,21.9,0.9
70,70,0.5,41.6,,105,0,0,0.2475,,149.4
10,10,0.3,0,,0,0,0,0.047157,,11.34
10,10,0.3,20.8,2,0,0,0,0.188562,7.3,0.18
40,40,3.7,20.8,20,0,0,3.14285,0.707157,73,0.54
0,0,0.3,19.2,2,0,1.4285,0.2143,0.094281,7.3,0.36
30,30,4.8,19.2,2,0,7.857,1.2143,0.754281,7.3,75.6
20,20,1.4,25.6,6,111,0,0,0.235719,21.9,76.14
10,10,0,17.6,2,111,2.143,0,0.565719,7.3,0.36
0,0,0.2,17.6,4,117,0,0,0.188562,14.6,28.98
0,0,0,19.2,2,108,0,0,0.188562,7.3,0.18
100,100,1.1,16,4,0,28.5715,0,0.612843,14.6,10.62
60,60,0.4,23.2,10,0,0,0,0.282843,36.5,0.18
430,430,3.9,16.8,14,3,21.4285,0,0.33,51.1,46.62
0,0,0,29.6,6,0,0,0,0.094281,21.9,0.18
0,0,0,17.6,,0,0,0,0.141438,,0.18
0,0,0.2,20.8,,0,0,0,0.188562,,3.96
0,0,1.5,31.2,16,0,0,0,0.282843,58.4,27.9
160,160,4.8,20.8,14,0,0,4.7857,0.188562,51.1,0.9
0,0,0,17.6,,0,0,0,,,0.18
,,0,12.8,,0,0,0,,,0.18
0,0,0,18.4,,0,0,0,,,0.18
490,490,17.3,20,6,108,0,0,0.707157,21.9,14.22
,,0,25.6,,0,0,0,,,40.14
0,0,0,21.6,,0,0,0,,,124.56
0,0,0,14.4,,0,0,0,,,5.4
0,0,0,15.2,6,0,0,1.85715,,21.9,0.18
0,0,0,26.4,,0,0,0.07145,,,9.36
0,0,0.1,21.6,,0,0.7145,0,,,1.26
0,0,0,28,,0,0,0,,,0.18
0,0,0,20,16,0,2.857,0,,58.4,1.26
,,0.3,14.4,,0,0.7145,0,,,22.5
,,0,14.4,6,0,0,1.64285,,21.9,141.48
0,0,0,18.4,,120,0,0,,,0.18
0,0,0.6,24.8,,0,5,0.14285,,,23.4
0,0,0.1,17.6,,0,4.2855,0,,,0.18
0,0,0,28.8,,303,0,0,,,3.24
0,0,0,11.2,,300,0,0,,,7.02
0,0,0.9,20.8,,291,8.5715,0,,,18
0,0,0,16.8,,0,0,0,,,0.9
0,0,1.4,25.6,,321,10,0.42855,,,20.88
0,0,0,18.4,6,0,0,2.92855,,21.9,0.9
0,0,0.2,16,6,567,1.4285,0.2143,,21.9,8.28
0,0,7.7,26.4,,282,66.4285,9.35715,,,4.32
0,0,0.2,24.8,6,318,2.143,0.7143,,21.9,1.8
0,0,0,30.4,6,318,2.857,0,,21.9,22.68
,,0,24.8,,0,0,0.07145,,,154.08
,,0.2,15.2,,0,2.143,2.85715,,,183.24
,,0,19.2,6,0,0,0.14285,,21.9,1.8
0,0,0,25.6,,0,0,0,,,178.02
0,0,0.7,10.4,,0,5,0,,,31.14
0,0,0,13.6,6,0,2.857,0.2143,,21.9,0.72
0,0,0,20,,0,0.7145,0,,,23.58
0,0,1,18.4,6,0,7.143,0.2857,,21.9,6.66
0,0,0,15.2,,0,0,0,,,0.54
0,0,0,20,,0,0,0,,,7.92
0,0,0,23.2,,0,0,0,,,4.68
0,0,0.8,18.4,4,0,5.7145,0,,14.6,50.94
0,0,0,16,2,0,0,0.07145,,7.3,0.36
0,0,0,24.8,,0,0,0,,,8.46
0,0,0.4,14.4,,0,2.857,0,,,54.72
0,0,0,19.2,12,0,0,0.07145,,43.8,2.88
0,0,0,20.8,6,117,0,0,,21.9,41.58
0,0,0,14.4,,0,0,0.57145,,,36.54
0,0,0,26.4,,0,0,0,,,1.62
0,0,0,17.6,,0,0,0,,,18.18
0,0,0,20,,0,0,0.42855,,,0.18
0,0,1.8,26.4,,111,12.857,0.14285,,,39.96
10,10,0,25.6,,0,0.7145,1.07145,,,0.18
,,0,14.4,,120,0,0,,,9
,,1.2,27.2,6,0,8.5715,1,,21.9,18.72
,,0,24,,0,0,0,,,2.34
,,0.1,12.8,,0,10.7145,0,,,0.18
0,0,0,23.2,,0,0.7145,0,,,3.06
150,150,0,24,6,0,15,0.2857,,21.9,1.44
0,0,0,19.2,,111,0,0,,,5.22
0,0,0,14.4,,108,0,0,,,0.18
0,0,0.8,19.2,6,114,5.7145,1.2143,,21.9,1.8
0,0,0.2,20,6,108,1.4285,0.07145,,21.9,167.22
0,0,0,17.6,18,102,0,0,,65.7,14.76
0,0,0,22.4,,0,0,0,,,0.9
0,0,0,13.6,,0,0,0,,,0.36
0,0,0,20,,111,0,0,,,8.46
0,0,0.1,19.2,,117,5.7145,0,,,1.26
0,0,0,35.2,,0,0,1.5,,,1.8
0,0,0,27.2,,270,0,0,,,5.58
40,40,0,28.8,10,117,3.5715,0,,36.5,6.84
50,50,1.4,26.4,6,111,12.857,0.2857,,21.9,17.28
0,0,0,16.8,4,120,0,0,,14.6,1.98
30,30,6.6,16,,0,54.2855,0,,,13.5
0,0,1.1,16,6,117,7.857,0.7143,,21.9,3.06
0,0,0,18.4,6,0,0,0,,21.9,0.36
0,0,0,15.2,,0,7.143,0,,,0.36
0,0,0.4,19.2,,0,7.857,4.7143,,,10.44
40,40,0,20,,0,3.5715,0.14285,,,1.26
0,0,0,24.8,,0,2.857,0,,,0.18
0,0,0,14.4,6,0,0,0.14285,,21.9,0.54
0,0,0.1,36.8,6,120,1.4285,0.57145,,21.9,64.44
20,20,0,17.6,4,102,1.4285,0,,14.6,4.32
0,0,0.2,42.4,,0,2.143,0,,,1.26
0,0,0,17.6,,111,0,0,,,8.28
0,0,0.6,24.8,,0,5,0,,,6.3
20,20,0.1,24,,0,2.143,0,,,3.6
10,10,0.7,24.8,4,0,9.2855,0,,14.6,1.62
10,10,0,18.4,,0,0.7145,1.42855,,,0.9
0,0,0,29.6,,0,0,0,,,14.94
0,0,0,19.2,,0,0,0,,,32.76
0,0,0,20,,114,1.4285,0,,,0.36
0,0,0.6,21.6,,309,4.2855,0.14285,,,17.1
0,0,0.5,20.8,6,105,3.5715,0,,21.9,7.02
110,110,0,19.2,6,120,10.7145,0.07145,,21.9,4.14
0,0,0,21.6,6,111,0,0.5,,21.9,0.18
0,0,0.7,21.6,8,108,5,0,,29.2,14.58
0,0,0.4,26.4,6,117,2.857,0,,21.9,24.48
0,0,0,27.2,100,0,0,0,,365,8.82
0,0,1.1,24.8,6,327,7.857,0,,21.9,6.12
0,0,0.5,24.8,10,318,3.5715,0,,36.5,5.94
0,0,0,25.6,4,327,0,0,,14.6,0.72
40,40,0.1,28.8,8,390,6.4285,0.2143,,29.2,6.12
,,,31.2,6,,3.5715,0.07145,0.094281,21.9,8.82
0,0,0.2,18.4,6,120,8.5715,0.07145,0.377157,21.9,2.7
0,0,0.2,18.4,6,0,0,0.14285,0.141438,21.9,1.8
0,0,0.3,24,6,0,0.7145,5.42855,0.895719,21.9,28.98
0,0,0,24.8,,0,3.5715,0,0.66,,24.84
70,70,8.6,14.4,4,6,52.857,0.14285,0.612843,14.6,14.04
0,0,0.3,18.4,,0,0.7145,2.2143,0.094281,,13.68
810,810,49.9,20,6,0,295,0.42855,1.32,21.9,6.3
0,0,0,12.8,,0,20.7145,0.14285,0.094281,,0.54
10,10,0.6,24,10,111,7.143,0.14285,0.047157,36.5,1.98
0,0,0.6,20.8,6,117,5,0,0.754281,21.9,81
,,,24,12,,16.4285,0,0.471438,43.8,9.36
0,0,0.1,15.2,,0,0,0,0.141438,,2.16
0,0,0.8,24,6,0,0,0,0.66,21.9,2.88
0,0,1.2,28,10,0,0,0,0.282843,36.5,4.68
,,0.3,12,26,0,0,0,0.282843,94.9,13.32
,,2.4,13.6,8,0,0,0,0.188562,29.2,23.22
0,0,0.2,18.4,6,0,0,0,0.188562,21.9,26.64
0,0,3.1,13.6,96,0,0,0.42855,0.047157,350.4,9.36
0,0,0,18.4,4,0,0,0.5,0.141438,14.6,0.54
20,20,0.7,16,,0,0,0.2857,0.282843,,9.72
0,0,0.1,13.6,6,0,0,0,0.141438,21.9,1.98
,,2.2,11.2,,0,0,0,0.282843,,90.72
20,20,2.1,12,,0,0,0,,,0.18
0,0,0,14.4,,0,0,0,,,0.18
,,0.4,11.2,,0,2.857,9,,,7.2
0,0,0.5,17.6,2,0,3.5715,0,,7.3,3.78
0,0,0,18.4,6,114,0,0,,21.9,16.2
0,0,0,20,2,108,0,0,,7.3,6.84
0,0,0,21.6,4,0,0,0,,14.6,41.22
,,0,16.8,6,0,0.7145,0,,21.9,0.18
,,0.8,19.2,4,0,5.7145,0,,14.6,5.58
0,0,0,11.2,,0,0,0,,,3.24
0,0,0,13.6,,0,0,0.57145,,,27
,,0.4,12,,0,2.857,0,,,2.34
,,0,13.6,,0,0,0,,,0.54
,,0.7,14.4,6,0,6.4285,0.07145,,21.9,69.48
0,0,0,12.8,,0,1.4285,0.07145,,,0.54
0,0,0,22.4,2,117,0,0,,7.3,0.9
